verified,geo_enabled,profile_use_background_image,default_profile,followers_count,friends_count,listed_count,favourites_count,statuses_count,probe_timestamp_encoded,user_name_encoded,user_screen_name_encoded,user_description_encoded,user_created_at_encoded,url_encoded,lang_encoded,protected_encoded,class
0,0,0,0,1355,566,15,14128,10598,114,117,118,104,118,57,1,1,0
0,0,1,0,303,623,4,1617,5219,115,118,119,105,119,1,1,1,0
0,0,0,0,1316,2343,68,1967,1135,116,119,120,106,120,58,1,1,0
0,0,0,0,521,760,27,11748,9332,117,120,121,107,121,1,1,1,0
0,0,1,0,37,52,4,2813,8741,117,121,122,108,122,1,1,1,0
0,1,1,1,9062,5979,15,44848,11774,117,122,123,109,123,59,1,1,0
0,0,1,1,4235,4998,35,11701,22593,118,123,124,110,124,60,1,1,0
1,1,0,0,1148403,1021,6847,1479,4003,119,124,125,111,125,61,1,1,0
1,1,1,0,58626,4941,509,2110,7278,120,125,126,112,126,62,1,1,0
0,1,1,0,876,368,5,177396,25891,121,126,127,113,127,1,1,1,0
1,0,0,0,67417,5045,580,54334,16754,122,127,128,114,128,63,1,1,0
0,1,1,0,486,290,28,14562,9415,123,128,129,115,129,64,1,1,0
0,0,1,1,89,87,0,2454,1092,124,129,130,116,130,1,1,1,0
0,0,0,0,7,59,0,0,1,125,130,131,117,131,65,1,1,0
0,1,1,0,83,576,0,389,200,125,131,132,118,132,1,1,1,0
1,1,1,0,139617,32046,1292,85554,46281,126,132,133,119,133,66,1,1,0
0,0,1,0,411,760,23,16541,19534,127,133,134,120,134,67,1,1,0
0,0,1,1,14,8,0,0,13,128,134,135,5,135,1,1,1,0
0,0,1,0,75,182,1,2814,786,129,135,136,121,136,1,1,1,0
0,1,1,1,99,135,0,2612,1158,130,136,137,5,137,1,1,1,0
0,0,1,0,1422,2960,92,37109,51548,131,137,138,122,138,1,1,1,0
0,1,1,0,295,668,0,9602,3036,132,138,139,123,139,1,1,1,0
0,1,1,1,2208,2295,7,2205,911,133,139,140,124,140,68,1,1,0
0,1,1,1,78,536,1,8230,677,134,140,141,125,141,1,1,1,0
1,1,1,0,7937,941,302,2002,22848,135,141,142,126,142,69,1,1,0
0,0,1,0,78,396,2,361,667,136,142,143,127,143,1,1,1,0
0,1,1,0,169,458,4,285,329,137,143,144,128,144,1,1,1,0
0,0,1,1,23,62,0,480,873,138,144,145,129,145,1,1,1,0
0,1,1,0,643,415,67,9996,22768,139,145,146,130,146,70,1,1,0
0,0,1,0,182,278,10,221,2539,140,146,147,131,147,1,1,1,0
0,1,1,0,195,618,6,4574,9972,141,147,148,132,148,71,1,1,0
0,1,1,0,1103,1268,84,280,4173,142,148,149,133,149,1,1,1,0
0,1,1,1,428,1498,4,9561,6463,143,149,150,134,150,1,1,1,0
0,0,0,0,13,78,0,10,1986,144,150,151,135,151,72,1,1,0
0,1,1,0,386,556,17,77,2476,145,151,152,136,152,1,1,1,0
0,0,0,0,267,822,7,558,790,146,152,153,137,153,1,1,1,0
0,0,1,0,1719,4047,18,29230,14404,147,153,154,138,154,1,1,1,0
0,0,0,0,1445,2116,75,8441,15347,148,154,155,139,155,73,1,1,0
0,1,1,0,103,377,7,696,7678,149,155,156,140,156,74,2,1,0
0,1,1,1,20,124,0,618,395,150,156,157,141,157,1,1,1,0
1,1,0,0,4399,1147,26,3315,2497,151,157,158,142,158,75,1,1,0
0,1,1,0,123,178,0,48,1075,152,158,159,143,159,1,1,1,0
0,0,0,0,25,38,0,23,18,153,159,160,5,160,1,1,1,0
0,0,1,1,6901,819,70,4874,46721,154,160,161,5,161,1,1,1,0
0,1,1,1,2134,2417,2,1387,2085,155,161,162,144,162,1,1,1,0
0,0,1,1,10,19,0,2,19,156,162,163,5,163,1,1,1,0
0,0,1,1,36,208,0,1704,359,157,163,164,145,164,1,1,1,0
0,0,1,0,40,77,0,36,64,158,164,165,5,165,1,1,1,0
0,0,1,1,137,348,4,9593,4994,159,165,166,146,166,1,1,1,0
0,1,1,1,155,96,2,11581,1953,158,166,167,147,167,1,1,1,0
0,0,1,1,4791,3316,11,1327,8483,160,167,168,148,168,76,3,1,0
1,1,1,0,8949,1340,155,8660,23856,161,168,169,149,169,77,1,1,0
0,1,0,0,196,299,3,270,514,162,169,170,150,170,78,1,1,0
0,1,1,1,230,311,0,11885,3281,162,170,171,151,171,79,1,1,0
1,1,1,0,140448,1212,2341,15208,38811,163,171,172,152,172,1,1,1,0
0,1,1,0,396,149,78,47,2943,164,172,173,153,173,80,1,1,0
0,0,1,1,30,96,0,1485,1594,165,173,174,154,174,1,1,1,0
0,1,1,0,1001,686,23,6549,18882,166,174,175,155,175,1,1,1,0
0,1,1,0,3742,4670,105,85730,80679,167,175,176,156,176,1,1,1,0
0,0,0,0,23052,17019,383,2534,3215,168,176,177,157,177,81,1,1,0
0,0,1,1,492,382,3,16088,7794,169,177,178,158,178,1,1,1,0
1,1,1,1,16858,13273,85,13966,3039,170,178,179,159,179,82,1,1,0
0,1,1,0,1067,69,56,8493,128570,171,179,180,160,180,1,1,1,0
0,0,1,0,21167,12461,673,33855,66147,172,180,181,161,181,83,1,1,0
1,0,1,1,824183,784,2046,7284,8280,173,181,182,162,182,1,1,1,0
0,1,1,0,265,1826,11,1017,1256,174,182,183,5,183,1,1,1,0
0,0,0,0,824,3320,4,177,302,175,183,184,163,184,84,1,1,0
0,0,1,1,239,126,4,2055,499,176,184,185,164,185,1,1,1,0
0,1,1,0,294,1702,21,3683,9897,177,185,186,165,186,1,1,1,0
0,0,1,1,255,544,0,365,233,178,186,187,166,187,85,1,1,0
0,1,1,0,1851,1030,313,5978,20039,179,187,188,167,188,86,1,1,0
0,1,1,0,1241,857,93,57770,63387,180,188,189,168,189,87,1,1,0
0,0,1,0,192,150,26,16605,3409,181,189,190,169,190,1,1,1,0
0,1,1,0,125,158,5,741,367,182,190,191,5,191,1,1,1,0
0,1,1,1,674,123,25,40,24745,183,191,192,170,192,88,1,1,0
1,0,1,0,361112,647,1635,51427,6048,184,192,193,171,193,89,1,1,0
0,0,1,0,1564,1686,40,125374,61545,185,193,194,172,194,1,1,1,0
0,0,0,0,286,1041,9,3707,3578,186,194,195,173,195,90,1,1,0
0,0,1,0,1070,5066,2,4630,1857,187,195,196,174,196,91,1,1,0
0,0,0,0,160,213,5,95,693,188,196,197,175,197,92,1,1,0
0,1,1,0,414,860,11,1292,9101,189,197,198,176,198,1,1,1,0
0,0,1,0,283,357,5,15641,10156,190,198,199,177,199,93,1,1,0
0,0,1,0,507,206,39,146678,21394,191,199,200,178,200,94,1,1,0
0,0,0,0,1694,888,58,3170,619,192,200,201,179,201,95,1,1,0
0,1,1,0,1240,1275,49,173,7321,193,201,202,180,202,96,1,1,0
0,0,1,1,231,493,5,4275,2896,194,202,203,181,203,1,1,1,0
0,1,1,1,777,219,2,3969,929,195,203,204,182,204,97,1,1,0
0,0,1,1,1401,3794,132,74894,144144,196,204,205,183,205,98,1,1,0
0,1,1,0,860,768,20,8557,1444,197,205,206,184,206,99,1,1,0
0,0,1,0,1094,2125,19,29286,16426,198,206,207,185,207,1,1,1,0
0,1,1,1,57,453,0,374,44,199,207,208,5,208,1,1,1,0
0,0,1,1,1555,955,60,6388,3561,200,208,209,186,209,1,1,1,0
0,0,1,0,88,235,4,38,7945,201,209,210,187,210,1,1,1,0
0,1,1,0,1884,1177,71,1090,11099,202,210,211,188,211,100,1,1,0
0,1,1,0,477,594,58,27189,22882,203,211,212,189,212,1,1,1,0
0,1,1,1,378,416,2,41835,6386,204,212,213,190,213,101,1,1,0
0,1,1,0,162,189,0,1129,1692,205,213,214,191,214,1,1,1,0
0,0,1,1,40,153,0,323,1058,206,81,215,192,215,1,1,1,0
0,1,1,0,841,423,26,19396,10091,206,214,216,193,216,102,1,1,0
0,0,1,0,1840,28,15,28,2200,207,215,217,194,217,103,1,1,0
0,1,1,0,14058,13400,9,23128,5561,208,216,218,195,218,1,1,1,0
0,1,1,0,646,911,9,56550,39098,209,217,219,196,219,104,1,1,0
0,1,1,0,1147,384,6,64208,22663,210,218,220,197,220,105,1,1,0
0,1,0,0,1158,1866,73,6417,10481,211,219,221,198,221,106,1,1,0
0,1,0,0,9365,1221,21,510,1263,212,220,222,199,222,107,1,1,0
0,1,1,0,125,429,4,694,663,213,221,223,200,223,1,1,1,0
0,0,1,1,1747,378,46,560,588,214,222,224,201,224,1,1,1,0
1,1,1,0,5464,1212,176,9406,3073,215,223,225,202,225,108,1,1,0
0,0,1,1,82,93,0,617,353,216,224,226,203,226,1,1,1,0
0,0,1,0,125,373,0,633,801,217,225,227,204,227,109,1,1,0
0,1,0,0,7250,499,20,3128,4789,218,226,228,205,228,110,1,1,0
0,0,1,0,1319,1778,25,9624,11216,219,227,229,206,229,1,1,1,0
0,0,0,0,745,590,80,520,27855,220,185,230,207,230,111,1,1,0
0,0,0,0,4198,5001,49,402686,69536,221,228,231,208,231,1,1,1,0
0,0,1,1,43338,1406,45,999,638,222,229,232,5,232,112,1,1,0
0,0,1,1,196,235,6,172,221,222,230,233,209,233,1,1,1,0
0,1,0,0,1785,1232,99,1605,1665,223,231,234,210,234,113,1,1,0
0,1,1,1,2161,4988,41,16222,108312,224,232,235,211,235,114,1,1,0
0,1,1,1,537,752,8,12303,6944,225,233,236,212,236,1,1,1,0
0,1,1,0,77,108,0,6498,3229,226,234,237,213,237,115,1,1,0
0,0,1,1,18605,383,69,60165,33982,227,235,238,214,238,1,1,1,0
0,1,1,1,376,387,21,10186,9282,228,236,239,215,239,116,1,1,0
0,0,1,1,14,86,1,594,332,228,237,240,216,240,1,1,1,0
0,0,1,0,570,1163,44,20386,33649,229,238,241,217,241,1,1,1,0
1,0,1,0,127475,1340,262,6302,5589,230,239,242,218,242,117,1,1,0
0,1,1,0,364,388,53,822,4102,231,240,243,219,243,1,1,1,0
0,0,0,0,5443,5957,280,8271,90105,232,241,244,220,244,1,1,1,0
0,0,0,0,36,77,0,10731,853,233,242,245,221,245,1,1,1,0
0,1,1,0,27414,13772,469,98763,72960,234,243,246,222,246,118,1,1,0
0,1,0,0,335,319,0,7181,1576,235,244,247,223,247,1,1,1,0
0,0,0,0,2421,361,90,1645,21108,236,245,248,224,248,119,1,1,0
1,1,0,0,7920,2688,301,11692,55626,236,246,249,225,249,120,1,1,0
0,1,1,1,928,867,2,20097,20899,237,247,250,226,250,1,1,1,0
0,1,1,1,1046,1904,32,109836,18279,238,248,251,227,251,1,1,1,0
0,0,1,1,971,1143,0,5576,3859,239,249,252,228,252,121,1,1,0
0,1,1,0,309,383,9,11305,1061,240,250,253,229,253,122,1,1,0
0,1,1,0,162,107,0,1419,3878,241,251,254,230,254,1,1,1,0
0,1,1,0,118,236,2,5162,1763,242,252,255,231,255,1,1,1,0
0,0,1,0,141,87,0,34412,7563,243,253,256,232,256,1,1,1,0
0,0,0,0,550,439,3,6883,8236,244,254,257,233,257,123,1,1,0
0,0,1,1,77,751,0,5559,2898,245,255,258,234,258,1,1,1,0
1,1,1,0,7596,983,231,26984,31855,245,256,259,235,259,124,1,1,0
0,1,1,0,932,884,45,15917,8647,246,257,260,236,260,125,1,1,0
0,1,0,0,144,437,2,12595,7188,247,258,261,5,261,1,1,1,0
0,1,1,0,178,288,6,23203,7601,248,259,262,237,262,126,1,1,0
0,0,1,1,415,628,4,22053,3926,249,260,263,238,263,1,1,1,0
0,1,1,1,30,199,0,420,161,250,261,264,239,264,1,1,1,0
0,1,1,1,23,63,1,743,162,251,262,265,240,265,127,1,1,0
0,1,1,1,85,251,1,15116,7244,252,263,266,5,266,1,1,1,0
0,1,0,0,592,416,22,12097,3814,253,264,267,241,267,1,1,1,0
0,1,1,1,192,210,1,2102,2293,254,265,268,242,268,1,1,1,0
0,1,1,0,168,163,2,5624,1181,255,266,269,243,269,1,1,1,0
0,1,1,1,621,1304,32,9229,2712,256,267,270,244,270,128,1,1,0
0,0,1,1,200,201,6,12760,3011,257,268,271,245,271,1,1,1,0
0,0,1,1,548,529,10,2168,8936,258,269,272,246,272,129,1,1,0
0,1,1,0,663,366,8,3379,23530,259,270,273,247,273,130,1,1,0
0,0,1,0,97,439,5,14793,2115,259,271,274,248,274,131,1,1,0
0,0,1,0,439,1624,16,2081,527,260,272,275,249,275,1,1,1,0
0,0,1,1,4,2,0,0,128,261,273,276,250,276,132,1,1,0
0,1,0,0,2384,424,79,35948,13799,262,274,277,251,277,133,1,1,0
0,0,1,1,21,50,0,879,143,263,275,278,5,278,1,1,1,0
0,0,0,0,315,279,6,1364,912,264,276,279,5,279,134,1,1,0
0,1,1,0,294,595,17,2363,21835,265,277,280,252,280,1,1,1,0
0,1,1,0,309,211,16,1210,3249,266,278,281,253,281,1,1,1,0
0,1,1,0,63935,11969,193,69781,64663,267,279,282,254,282,1,1,1,0
0,1,1,0,1556,1519,65,4005,1261,268,280,283,255,283,135,1,1,0
1,1,1,0,15959,1269,234,23869,22070,269,281,284,256,284,136,1,1,0
0,1,0,0,7252,697,56,7622,5143,270,282,285,257,285,137,1,1,0
0,1,0,0,427,618,5,80485,21297,271,283,286,258,286,138,1,1,0
0,0,1,0,88,250,5,2487,2532,272,284,287,259,287,139,1,1,0
0,0,0,0,885,24,0,7019,3340,272,285,288,260,288,1,1,1,0
0,1,1,0,409,146,1,337,9216,273,286,289,261,289,1,4,1,0
0,0,1,1,665,1147,2,5897,7294,274,287,290,262,290,140,1,1,0
0,0,1,0,2945,1433,114,313,3499,275,288,291,263,291,141,1,1,0
0,0,0,0,3427,2178,123,29436,77046,276,289,292,264,292,142,1,1,0
0,1,1,1,1165,710,10,3707,2607,277,290,293,265,293,1,1,1,0
0,0,1,1,11097,11443,16,122016,56952,278,291,294,266,294,143,1,1,0
0,1,1,0,147,430,1,27586,8004,279,292,295,5,295,1,1,1,0
0,0,0,0,107,254,1,1509,2582,280,293,296,267,296,144,1,1,0
0,0,1,0,112,257,21,24,33801,281,294,297,268,297,1,1,1,0
1,1,1,0,3126,817,114,1576,1708,282,295,298,269,298,145,1,1,0
0,0,0,0,49,249,0,2611,257,283,296,299,270,299,146,1,1,0
0,0,1,1,31,45,0,322,12,284,297,300,5,300,1,1,1,0
0,1,0,0,366,329,3,3037,301,285,298,301,271,301,147,1,1,0
0,1,1,1,16550,10232,228,4179,7787,286,299,302,272,302,148,1,1,0
0,1,1,0,474,1888,7,12376,4135,287,300,303,273,303,1,1,1,0
0,0,1,0,630,4146,28,26235,11254,288,301,304,274,304,149,1,1,0
0,0,0,0,292,143,1,35302,8054,289,302,305,275,305,1,1,1,0
0,1,1,1,209,221,13,451,741,290,303,306,276,306,1,1,1,0
0,1,0,0,30,0,0,19,21,291,304,307,277,307,150,1,1,0
0,0,1,0,1247,860,1,12722,23141,292,305,308,278,308,1,1,1,0
0,1,0,0,712,801,6,415,751,293,306,309,279,309,151,1,1,0
0,0,1,0,77,275,10,775,4119,294,307,310,280,310,1,1,1,0
0,0,0,0,24,159,0,339,507,295,308,311,281,311,1,1,1,0
0,1,1,0,43,186,2,284,1603,296,309,312,282,312,1,1,1,0
0,1,1,0,2061,3366,104,8823,108388,296,310,313,283,313,152,1,1,0
0,1,1,0,759,2006,1,2618,323,297,311,314,284,314,153,1,1,0
0,1,1,1,2002,1496,1,6433,8638,298,312,315,285,315,1,1,1,0
0,1,1,0,337,279,1,3939,49675,299,313,316,286,316,1,1,1,0
0,0,1,0,815,891,59,0,27432,300,314,317,287,317,1,1,1,0
0,1,1,0,2696,1414,22,35902,12341,301,315,318,288,318,154,1,1,0
0,0,0,0,40,3,2,1,288,302,316,319,289,319,155,1,1,0
0,1,1,0,43,249,2,1380,1642,303,317,320,290,320,1,1,1,0
0,0,1,1,60,252,1,1574,779,304,318,321,291,321,156,1,1,0
1,1,1,0,23126,1276,303,13729,12094,305,319,322,292,322,157,1,1,0
0,1,1,1,592,706,14,15267,17730,306,320,323,293,323,1,1,1,0
0,0,0,0,120,271,4,743,422,307,321,324,294,324,1,1,1,0
0,0,1,1,550,890,2,1557,1416,308,322,325,295,325,1,1,1,0
0,1,1,0,278,162,0,26,102,309,323,326,296,326,158,1,1,0
0,0,1,1,59,45,0,277,231,310,324,327,297,327,1,1,1,0
0,0,1,1,268,259,2,10193,3268,311,325,328,298,328,1,1,1,0
0,1,0,0,293,251,3,8886,13859,312,326,329,299,329,1,1,1,0
0,0,1,1,96,358,3,2336,1283,313,327,330,5,330,1,1,1,0
0,1,1,1,55,254,6,1508,2157,314,328,331,300,331,159,1,1,0
0,0,1,1,1233,1356,36,11358,60162,315,329,332,301,332,160,1,1,0
0,0,1,1,173,44,1,92,1386,316,330,333,5,333,1,1,1,0
0,0,1,1,69,303,2,21976,806,317,331,334,302,334,1,1,1,0
0,1,1,1,200,294,22,10680,4566,318,332,335,303,335,1,1,1,0
0,0,1,1,16,96,0,111,28,319,333,336,304,336,1,1,1,0
1,1,1,0,45587,45463,178,10625,7544,320,334,337,305,337,161,1,1,0
0,1,1,0,291,242,7,4150,2368,321,335,338,306,338,1,1,1,0
0,0,1,0,90,295,5,8114,7647,322,336,339,307,339,1,1,1,0
0,0,0,0,1973,754,20,47008,75313,323,337,340,308,340,162,1,1,0
0,1,1,0,132,150,5,10813,7896,324,36,341,309,341,1,1,1,0
0,1,1,0,275,950,16,4632,2333,325,338,342,310,342,1,1,1,0
0,1,1,0,575,599,107,37256,29382,326,339,343,311,343,163,1,1,0
0,0,1,0,323,603,22,951,2203,327,340,344,312,344,164,1,1,0
0,1,1,0,532,1281,13,38784,25760,328,341,345,313,345,165,1,1,0
0,0,1,1,1363,2605,42,87522,129336,329,342,346,314,346,1,1,1,0
0,0,1,0,61,639,3,12051,4972,330,343,347,315,347,1,1,1,0
0,1,1,0,221,2107,3,26274,5622,331,344,348,316,348,1,1,1,0
0,0,0,0,1762,1466,182,2630,18858,332,345,349,317,349,1,1,1,0
0,1,0,0,662,113,4,17090,12861,333,346,350,318,350,1,1,1,0
0,1,1,1,7,56,0,255,73,334,347,351,319,351,166,1,1,0
1,0,0,0,38249,259,418,4130,9577,335,348,352,320,352,167,1,1,0
0,1,1,0,73,365,1,5860,1808,335,349,353,321,353,1,1,1,0
0,1,0,0,229,358,1,30042,15403,336,350,354,322,354,168,1,1,0
0,0,1,1,48,53,0,2733,847,337,351,355,323,355,1,1,1,0
0,0,1,0,108,388,9,1105,5866,338,352,356,324,356,1,1,1,0
0,0,1,0,192,126,4,6633,3741,339,353,357,325,357,169,1,1,0
0,0,1,0,144,404,3,778,15143,340,354,358,326,358,1,1,1,0
0,0,1,1,597,2123,14,1787,509,341,181,359,327,359,1,1,1,0
0,1,1,0,429,495,3,4679,5971,342,355,360,328,360,1,1,1,0
